fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency
MCNKX,BlackRock New York Municipal Opportunities Fund Investor C1 Shares,Muni New York Intermediate,BlackRock,1330000000,2.64,2.37,4,20/10/1994,Value,Medium,USD
MCNLX,BlackRock National Municipal Fund Investor C1 Shares,Muni National Interm,BlackRock,10320000000,2.74,2.28,4,20/10/1994,Blend,Medium,USD
MCNVX,MainStay MacKay Convertible Fund Class I,Convertibles,MainStay,1340000000,12.33,1.34,4,27/11/2008,Value,Large,USD
MCNYX,MFS New York Municipal Bond Fund Class C,Muni New York Long,MFS,244690000,2.88,2.73,2,10/12/2000,Growth,Medium,USD
MCOAX,MainStay MacKay Convertible Fund Class A,Convertibles,MainStay,1340000000,12.25,1,3,2/1/1995,Value,Large,USD
MCOCX,Madison Conservative Allocation Fund Class C,Allocation - 30% to 50% Equity,Madison Funds,68010000,5.62,0.71,2,28/2/2008,Blend,Large,USD
MCOIX,MainStay MacKay California Tax Free Opportunities Fund Class I,Muni California Long,MainStay,555060000,2.91,3.14,5,27/2/2013,,,USD
MCONX,Praxis Genesis Conservative Portfolio Class A,Allocation - 30% to 50% Equity,Praxis Mutual Funds,23770000,5.61,2.04,3,30/12/2009,Blend,Large,USD
MCPAX,Miller Convertible Plus Fund Class A,Convertibles,Miller Investment,115930000,7.01,1.49,2,30/12/2014,,,USD
MCPCX,"BlackRock Asian Dragon Fund,Inc.Investor C Shares",Pacific/Asia ex-Japan Stk,BlackRock,161070000,14.53,0,2,20/10/1994,Blend,Large,USD
MCPIX,Miller Convertible Plus Fund Class I,Convertibles,Miller Investment,115930000,7.07,1.73,2,30/12/2014,,,USD
MCPRX,MFS Mid Cap Growth Fund Class R2,Mid-Cap Growth,MFS,4610000000,18.76,0,4,30/10/2003,Growth,Medium,USD
MCPYX,BlackRock Pennsylvania Municipal Bond Fund Investor C1 Shares,Muni Pennsylvania,BlackRock,508500000,2.6,3.34,3,20/10/1994,Blend,Large,USD
MCRDX,Matthews Asia Credit Opportunities Fund Investor Class Shares,Emerging Markets Bond,Matthews Asia Funds,50500000,6.04,3.36,0,28/4/2016,,,USD
MCRFX,BlackRock Mid Cap Dividend Fund Investor C Shares,Mid-Cap Value,BlackRock,339580000,11.43,1.32,2,31/1/1995,Value,Medium,USD
MCRGX,AMG Managers Montag & Caldwell Growth Fund Class R,Large Growth,AMG Funds,516550000,14.1,0,1,30/12/2002,Growth,Large,USD
MCRTX,Morgan Stanley Insight Fund Class IS,Large Growth,Morgan Stanley,1440000000,25.35,0,5,12/9/2013,Growth,Large,USD
MCSAX,MFS Commodity Strategy Fund Class A,Commodities Broad Basket,MFS,602640000,7.52,3.03,3,1/6/2010,Value,Medium,USD
MCSGX,MainStay MacKay Infrastructure Bond Fund Class B,Intermediate Government,MainStay,113070000,2.34,1.3,1,30/4/1986,,,USD
MCSIX,MFS Commodity Strategy Fund Class I,Commodities Broad Basket,MFS,602640000,7.74,3.25,3,1/6/2010,Value,Medium,USD
MCSMX,Matthews China Small Companies Fund,China Region,Matthews Asia Funds,78240000,17.75,0.47,3,30/5/2011,Blend,Medium,USD
MCSPX,"BlackRock Advantage U.S. Total Market Fund, Inc.Investor C Shares",Large Blend,BlackRock,426400000,13.33,1.01,2,20/10/1994,Blend,Large,USD
MCSRX,MFS Commodity Strategy Fund Class R6,Commodities Broad Basket,MFS,602640000,7.52,3.25,3,3/9/2012,Value,Medium,USD
MCSSX,MainStay MacKay Common Stock Fund Investor Class,Large Blend,MainStay,212570000,11.92,0.58,2,27/2/2008,Blend,Large,USD
MCSVX,MainStay MacKay Convertible Fund Class B,Convertibles,MainStay,1340000000,11.98,0.15,3,30/4/1986,Value,Large,USD
MCTAX,MassMutual RetireSMART Conservative Fund Class A,Allocation - 15% to 30% Equity,MassMutual,211740000,5.75,2.61,3,19/6/2011,Blend,Large,USD
MCTRX,MainStay Income Builder Fund Class C,World Allocation,MainStay,1480000000,8.03,1.94,4,31/8/1998,Value,Large,USD
MCVAX,Transamerica Mid Cap Value Opportunities A,Mid-Cap Value,Transamerica,1640000000,13.8,0.93,3,29/4/2014,Value,Medium,USD
MCVCX,Transamerica Mid Cap Value Opportunities C,Mid-Cap Value,Transamerica,1640000000,13.62,0.19,2,29/4/2014,Value,Medium,USD
MCVIX,MFS Mid Cap Value Fund Class I,Mid-Cap Value,MFS,8010000000,14.51,1.02,4,31/10/2001,Value,Medium,USD
MCVRX,MFS Mid Cap Value Fund Class R2,Mid-Cap Value,MFS,8010000000,14.38,0.41,4,30/10/2003,Value,Medium,USD
MCVSX,Victory Integrity Small-Cap Value Fund Class C,Small Value,Victory,2290000000,11.98,0,3,12/5/2011,Value,Small,USD
MCVVX,FDP BlackRock Equity Dividend Fund Investor C Shares,Large Value,FDP Series Funds,60520000,9.9,0.32,2,26/7/2005,Value,Large,USD
MCWIX,"BlackRock Strategic Global Bond Fund, Inc. Investor C1 Shares",World Bond,BlackRock,283120000,2.31,1.64,3,20/10/1994,Blend,Large,USD
MCYAX,MainStay Candriam Emerging Markets Equity Fund Class A,Diversified Emerging Mkts,MainStay,76780000,12.33,0.44,0,14/11/2017,Growth,Large,USD
MCYBX,BMO TCH Core Plus Bond Fund Class Y,Intermediate-Term Bond,BMO Funds,956660000,3.89,3.07,4,21/12/2008,Blend,Medium,USD
MCYCX,MainStay Candriam Emerging Markets Equity Fund Class C,Diversified Emerging Mkts,MainStay,76780000,12.01,0,0,14/11/2017,Growth,Large,USD
MCYHX,BlackRock High Yield Municipal Fund Investor C Shares,High Yield Muni,BlackRock,1050000000,3.45,3.03,3,31/7/2006,Growth,Small,USD
MCYIX,MainStay Candriam Emerging Markets Equity Fund Class I,Diversified Emerging Mkts,MainStay,76780000,12.45,0.71,0,14/11/2017,Growth,Large,USD
MCYSX,MainStay Candriam Emerging Markets Equity Fund Class R6,Diversified Emerging Mkts,MainStay,76780000,12.31,0.73,0,14/11/2017,Growth,Large,USD
MCYVX,MainStay Candriam Emerging Markets Equity Fund Investor Class,Diversified Emerging Mkts,MainStay,76780000,12.2,0.33,0,14/11/2017,Growth,Large,USD
MCZRX,MassMutual Premier Core Bond Fund Class R4,Intermediate-Term Bond,MassMutual,1340000000,3.45,2.9,3,31/3/2014,Blend,Medium,USD
MCZZX,MassMutual Premier Core Bond Fund Class I,Intermediate-Term Bond,MassMutual,1340000000,3.57,3.33,4,2/12/2010,Blend,Medium,USD
MDBAX,BlackRock Basic Value Fund Investor A Shares,Large Value,BlackRock,2210000000,11.2,1.76,2,20/10/1994,Value,Large,USD
MDBFX,MassMutual Premier Diversified Bond Fund Class R4,Intermediate-Term Bond,MassMutual,200380000,3.91,3.04,4,31/3/2014,Blend,Medium,USD
MDBLX,MassMutual Premier Diversified Bond Fund Administrative Class,Intermediate-Term Bond,MassMutual,200380000,3.97,2.98,3,2/5/1999,Blend,Medium,USD
MDBRX,MassMutual Premier Diversified Bond Fund Class R3,Intermediate-Term Bond,MassMutual,200380000,3.92,2.68,3,31/3/2014,Blend,Medium,USD
MDBSX,MassMutual Premier Diversified Bond Fund Class R5,Intermediate-Term Bond,MassMutual,200380000,4.02,3.29,4,2/5/1999,Blend,Medium,USD
MDBYX,MassMutual Premier Diversified Bond Fund Service Class,Intermediate-Term Bond,MassMutual,200380000,3.96,3.11,3,2/5/1999,Blend,Medium,USD
MDBZX,MassMutual Premier Diversified Bond Fund Class I,Intermediate-Term Bond,MassMutual,200380000,4,3.11,4,2/12/2010,Blend,Medium,USD
MDCAX,Invesco Mid Cap Basic Value A,Mid-Cap Blend,Invesco,202030000,9.98,0,2,30/12/2001,Blend,Medium,USD
MDCEX,Matisse Discounted Closed-End Fund Strategy Institutional Class Shares,Tactical Allocation,Nottingham,49140000,16.11,3.33,5,30/10/2012,Value,Large,USD
MDCMX,BlackRock California Municipal Opportunities Fund Investor A1 Shares,Muni California Intermediate,BlackRock,3010000000,2.32,2.54,5,20/10/1994,Value,Medium,USD
MDCPX,BlackRock Balanced Capital Fund Investor A Shares,Allocation - 50% to 70% Equity,BlackRock,1130000000,10.32,1.57,5,20/10/1994,Blend,Large,USD
MDDAX,MassMutual Select Diversified Value Fund Class A,Large Value,MassMutual,402460000,10.96,1.56,3,14/10/2004,Value,Large,USD
MDDCX,"BlackRock Emerging Markets Fund, Inc. Investor A Shares",Diversified Emerging Mkts,BlackRock,472130000,11.18,0.59,4,20/10/1994,Growth,Large,USD
MDDDX,FDP BlackRock Capital Appreciation Fund Investor A Shares,Large Growth,FDP Series Funds,68650000,16.91,0,2,26/7/2005,Growth,Large,USD
MDDIX,MassMutual Select Diversified Value Fund Class I,Large Value,MassMutual,402460000,11.19,2.1,4,31/3/2014,Value,Large,USD
MDDLX,MassMutual Select Diversified Value Fund Administrative Class,Large Value,MassMutual,402460000,11.07,1.76,3,14/10/2004,Value,Large,USD
MDDRX,MassMutual Select Diversified Value Fund Class R4,Large Value,MassMutual,402460000,11.02,1.83,4,31/3/2014,Value,Large,USD
MDDVX,BlackRock Equity Dividend Fund Investor A Shares,Large Value,BlackRock,19120000000,10.19,1.65,4,20/10/1994,Value,Large,USD
MDEFX,BlackRock EuroFund Investor A Shares,Europe Stock,BlackRock,115580000,12.7,2.35,2,20/10/1994,Growth,Large,USD
MDEGX,BlackRock Long-Horizon Equity Fund Investor A Shares,World Large Stock,BlackRock,263760000,16.07,0.47,3,3/11/2005,Growth,Large,USD
MDEIX,M.D. Sass Equity Income Plus Fund Institutional Class,Options-based,MD Sass,35170000,8.06,2.21,2,27/6/2013,Value,Large,USD
MDEPX,M.D. Sass Equity Income Plus Fund Investor Class,Options-based,MD Sass,35170000,8.01,1.92,2,27/6/2013,Value,Large,USD
MDFFX,FDP BlackRock CoreAlpha Bond Fund Investor A Shares,Multisector Bond,FDP Series Funds,87190000,3.25,2.68,2,26/7/2005,,,USD
MDFGX,BlackRock Capital Appreciation Fund Investor A Shares,Large Growth,BlackRock,3090000000,16.92,0,4,30/12/1997,Growth,Large,USD
MDFOX,BlackRock Focus Growth Fund Investor A Shares,Large Growth,BlackRock,200850000,16.84,0,4,2/3/2000,Growth,Large,USD
MDFSX,Manning & Napier Disciplined Value Series Class S,Large Value,Manning & Napier,233950000,10.57,2.19,5,29/2/2012,Value,Large,USD
MDGCX,"BlackRock Advantage Global Fund, Inc.Investor A Shares",World Large Stock,BlackRock,457730000,12.61,1.33,3,4/8/1994,Blend,Large,USD
MDGRX,BlackRock Natural Resources Trust Investor A Shares,Natural Resources,BlackRock,164850000,13.33,2.55,3,20/10/1994,Blend,Large,USD
MDHAX,MainStay MacKay Short Duration High Yield Fund Class A,High Yield Bond,MainStay,1160000000,4.46,4.24,3,16/12/2012,,,USD
MDHCX,MainStay MacKay Short Duration High Yield Fund Class C,High Yield Bond,MainStay,1160000000,4.35,3.45,3,16/12/2012,,,USD
MDHIX,MainStay MacKay Short Duration High Yield Fund Class I,High Yield Bond,MainStay,1160000000,4.52,4.5,4,16/12/2012,,,USD
MDHQX,BlackRock Total Return Fund Investor A Shares,Intermediate-Term Bond,BlackRock,12820000000,3.4,2.96,4,23/9/2007,Growth,Medium,USD
MDHRX,MainStay MacKay Short Duration High Yield Fund Class R2,High Yield Bond,MainStay,1160000000,4.54,4.13,3,16/12/2012,,,USD
MDHTX,MainStay MacKay Short Duration High Yield Fund Class R3,High Yield Bond,MainStay,1160000000,4.37,3.86,2,28/2/2016,,,USD
MDHVX,MainStay MacKay Short Duration High Yield Fund Investor Class,High Yield Bond,MainStay,1160000000,4.43,4.2,3,16/12/2012,,,USD
MDIDX,MFS International Diversification Fund Class A,Foreign Large Blend,MFS,15980000000,11.96,1.95,5,29/9/2004,Growth,Large,USD
MDIFX,MFS International Diversification Fund Class B,Foreign Large Blend,MFS,15980000000,11.76,1.09,5,29/9/2004,Growth,Large,USD
MDIGX,MFS International Diversification Fund Class C,Foreign Large Blend,MFS,15980000000,11.72,1.14,5,29/9/2004,Growth,Large,USD
MDIHX,MFS International Diversification Fund Class R3,Foreign Large Blend,MFS,15980000000,11.93,1.98,5,31/3/2005,Growth,Large,USD
MDIIX,iShares MSCI EAFE International Index Fund Investor A Shares,Foreign Large Blend,BlackRock,8110000000,9.92,3.86,3,8/4/1997,Blend,Large,USD
MDIJX,MFS International Diversification Fund Class I,Foreign Large Blend,MFS,15980000000,12.02,2.18,5,29/9/2004,Growth,Large,USD
MDIKX,MFS International Diversification Fund Class R2,Foreign Large Blend,MFS,15980000000,11.85,1.69,5,29/9/2004,Growth,Large,USD
MDILX,"BlackRock International Fund of BlackRock Series, Inc.Investor A Shares",Foreign Large Blend,BlackRock,551740000,14.08,1.39,3,29/10/1998,Growth,Large,USD
MDIOX,MFS International Diversification Fund Class R1,Foreign Large Blend,MFS,15980000000,11.79,1.26,5,31/3/2005,Growth,Large,USD
MDIQX,FDP BlackRock International Fund Investor A Shares,Foreign Large Blend,FDP Series Funds,62480000,14.21,0.91,2,26/7/2005,Blend,Large,USD
MDISX,Franklin Mutual Global Discovery Fund Class Z,World Large Stock,Franklin Templeton Investments,16130000000,11.16,2.06,2,30/12/1992,Value,Large,USD
MDITX,MFS International Diversification Fund Class R4,Foreign Large Blend,MFS,15980000000,12.06,2.16,5,31/3/2005,Growth,Large,USD
MDIVX,BlackRock International Value Inv A,Foreign Large Value,BlackRock,850530000,3.61,0,2,1/6/1999,Value,Large,USD
MDIZX,MFS International Diversification Fund Class R6,Foreign Large Blend,MFS,15980000000,12.02,2.26,5,1/10/2017,Growth,Large,USD
MDKAX,MM S&P Mid Cap Index Fund Class A,Mid-Cap Blend,MassMutual,469000000,14.31,0.9,3,25/7/2012,Blend,Medium,USD
MDKFX,MM S&P Mid Cap Index Fund Class R4,Mid-Cap Blend,MassMutual,469000000,14.31,1.01,3,31/3/2014,Blend,Medium,USD
MDKIX,MM S&P Mid Cap Index Fund Class R5,Mid-Cap Blend,MassMutual,469000000,14.42,1.4,4,25/7/2012,Blend,Medium,USD
MDKSX,MM S&P Mid Cap Index Fund Service Class shares,Mid-Cap Blend,MassMutual,469000000,14.4,1.27,3,25/7/2012,Blend,Medium,USD
MDKTX,MM S&P Mid Cap Index Fund Class R3,Mid-Cap Blend,MassMutual,469000000,14.27,0.75,3,31/3/2014,Blend,Medium,USD
MDKYX,MM S&P Mid Cap Index Fund Administrative Class,Mid-Cap Blend,MassMutual,469000000,14.3,1.17,3,25/7/2012,Blend,Medium,USD
MDKZX,MM S&P Mid Cap Index Fund Class I,Mid-Cap Blend,MassMutual,469000000,14.47,1.52,4,25/7/2012,Blend,Medium,USD
MDLHX,BlackRock Large Cap Focus Growth Fund Investor A Shares,Large Growth,BlackRock,888250000,16.8,0,4,21/12/1999,Growth,Large,USD
MDLMX,BlackRock Short-Term Municipal Fund Investor A1 Shares,Muni National Short,BlackRock,499150000,0.82,1.38,2,20/10/1994,Value,Medium,USD
MDLOX,"BlackRock Global Allocation Fund, Inc. Investor A Shares",World Allocation,BlackRock,28100000000,7.4,0.56,3,20/10/1994,Blend,Large,USD
MDLRX,BlackRock Advantage Large Cap Core Fund Investor A Shares,Large Blend,BlackRock,2630000000,13.93,0.99,3,21/12/1999,Blend,Large,USD
MDLTX,"BlackRock Latin America Fund, Inc. Investor A Shares",Latin America Stock,BlackRock,159600000,5.29,0.81,3,26/9/1991,Blend,Large,USD
MDLVX,BlackRock Advantage Large Cap Value Fund Investor A Shares,Large Value,BlackRock,627730000,11.77,1.78,3,21/12/1999,Value,Large,USD
MDMTX,Blackrock Strategic Municipal Opp Fd Of Blackrock Muni Series Tr Investor A1,Muni National Interm,BlackRock,10080000000,2.53,2.93,4,20/10/1994,Value,Medium,USD
MDNJX,BlackRock New Jersey Municipal Bond Fund Investor A1 Shares,Muni New Jersey,BlackRock,310860000,2.82,3.52,4,20/10/1994,Blend,Medium,USD
MDNKX,BlackRock New York Municipal Opportunities Fund Investor A1 Shares,Muni New York Intermediate,BlackRock,1330000000,2.77,2.86,5,20/10/1994,Value,Medium,USD
MDNLX,BlackRock National Municipal Fund Investor A Shares,Muni National Interm,BlackRock,10320000000,2.98,2.81,5,20/10/1994,Blend,Medium,USD
MDOIX,Manning & Napier Dynamic Opportunities I,Mid-Cap Growth,Manning & Napier,169560000,5.88,0,1,30/12/2013,Growth,Medium,USD
MDOSX,Manning & Napier Dynamic Opportunities S,Mid-Cap Growth,Manning & Napier,,,,1,30/12/2013,Growth,Medium,USD
MDPCX,"BlackRock Asian Dragon Fund,Inc.Investor A Shares",Pacific/Asia ex-Japan Stk,BlackRock,161070000,14.69,0.48,2,20/10/1994,Blend,Large,USD
MDPIX,ProFunds Mid Cap Fund Investor Class,Mid-Cap Blend,ProFunds,23070000,13.95,0.06,3,3/9/2001,Blend,Medium,USD
MDPSX,ProFunds Mid Cap Fund Service Class,Mid-Cap Blend,ProFunds,23070000,13.68,0,2,3/9/2001,Blend,Medium,USD
MDPYX,BlackRock Pennsylvania Municipal Bond Fund Investor A1 Shares,Muni Pennsylvania,BlackRock,508500000,2.72,3.8,5,20/10/1994,Blend,Large,USD
MDRFX,BlackRock Mid Cap Dividend Fund Investor A Shares,Mid-Cap Value,BlackRock,339580000,11.68,1.62,3,31/1/1995,Value,Medium,USD
MDRNX,MassMutual RetireSMART by JPMorgan In Retirement Fund Class R3,Target-Date Retirement,MassMutual,196640000,6.46,2.79,3,30/12/2003,Blend,Large,USD
MDRSX,MassMutual RetireSMART by JPMorgan In Retirement Fund Service Class,Target-Date Retirement,MassMutual,196640000,6.61,3.25,3,30/12/2003,Blend,Large,USD
MDRTX,MassMutual RetireSMART by JPMorgan In Retirement Fund Class R5,Target-Date Retirement,MassMutual,196640000,6.52,3.28,3,31/3/2014,Blend,Large,USD
MDRVX,MassMutual RetireSMART by JPMorgan In Retirement Fund Class I,Target-Date Retirement,MassMutual,196640000,6.64,3.49,3,31/3/2014,Blend,Large,USD
MDRYX,MassMutual RetireSMART by JPMorgan In Retirement Fund Administrative Class,Target-Date Retirement,MassMutual,196640000,6.51,3.15,3,30/12/2003,Blend,Large,USD
MDRZX,MassMutual RetireSMART by JPMorgan In Retirement Fund Class R4,Target-Date Retirement,MassMutual,196640000,6.41,2.99,3,31/3/2014,Blend,Large,USD
MDSIX,M.D. Sass Short Term U.S. Government Agency Income Fund Institutional Class,Short Government,MD Sass,17990000,1.29,3.47,4,29/6/2011,,,USD
MDSKX,iShares Russell 2000 Small-Cap Index Fund Investor A Shares,Small Blend,BlackRock,1990000000,14.45,0.72,3,8/4/1997,Growth,Small,USD
MDSPX,"BlackRock Advantage U.S. Total Market Fund, Inc.Investor A Shares",Large Blend,BlackRock,426400000,13.6,1.19,2,20/10/1994,Blend,Large,USD
MDVAX,MassMutual Premier Diversified Bond Fund Class A,Intermediate-Term Bond,MassMutual,200380000,3.87,2.75,3,2/5/1999,Blend,Medium,USD
MDVNX,MassMutual Select Diversified Value Fund Class R3,Large Value,MassMutual,402460000,11.02,1.39,3,14/10/2004,Value,Large,USD
MDVSX,MassMutual Select Diversified Value Fund Class R5,Large Value,MassMutual,402460000,11.17,2,4,14/10/2004,Value,Large,USD
MDVVX,FDP BlackRock Equity Dividend Fund Investor A Shares,Large Value,FDP Series Funds,60520000,10.17,1.03,3,26/7/2005,Value,Large,USD
MDVYX,MassMutual Select Diversified Value Fund Service Class,Large Value,MassMutual,402460000,11.04,1.8,3,14/10/2004,Value,Large,USD
MDWIX,"BlackRock Strategic Global Bond Fund, Inc. Investor A Shares",World Bond,BlackRock,283120000,2.62,2.18,3,20/10/1994,Blend,Large,USD
MDXBX,T. Rowe Price Maryland Tax-Free Bond Fund,Muni Single State Long,T. Rowe Price,2330000000,2.55,2.98,4,30/3/1987,Blend,Medium,USD
MDYHX,BlackRock High Yield Municipal Fund Investor A Shares,High Yield Muni,BlackRock,1050000000,3.54,3.77,4,31/7/2006,Growth,Small,USD
MEAIX,"Morgan Stanley Institutional Fund, Inc. Emerging Markets Fixed Income Opportunities Portfolio I",Mid-Cap Growth,Managers Funds,5870000,6.06,0,1,28/2/2002,Growth,Medium,USD
MEALX,"Morgan Stanley Institutional Fund, Inc. Emerging Markets Fixed Income Opportunities Portfolio L",Emerging Markets Bond,Morgan Stanley,42650000,6.24,4.81,3,23/5/2012,Blend,Small,USD
MEAPX,"Morgan Stanley Institutional Fund, Inc. Emerging Markets Fixed Income Opportunities Portfolio A",Emerging Markets Bond,Morgan Stanley,42650000,6.35,5.04,3,23/5/2012,Blend,Small,USD
MEASX,Matthews Emerging Asia Fund Investor Class,Pacific/Asia ex-Japan Stk,Matthews Asia Funds,449940000,5.12,0.72,3,29/4/2013,Blend,Medium,USD
MECAX,AMG Managers Cadence Emerging Companies Fund - Class N,Small Growth,AMG Funds,194720000,10.62,0,4,31/3/1996,Growth,Small,USD
MECDX,MainStay Epoch Capital Growth Fund Class A,World Large Stock,MainStay,123160000,13.14,0.63,0,29/6/2016,Growth,Large,USD
MECEX,MainStay Epoch Capital Growth Fund Class C,World Large Stock,MainStay,123160000,12.89,0,0,29/6/2016,Growth,Large,USD
MECFX,MainStay Epoch Capital Growth Fund Class I,World Large Stock,MainStay,123160000,13.23,0.88,0,29/6/2016,Growth,Large,USD
MECGX,Mirae Asset Emerging Markets Great Consumer Fund Class A,Diversified Emerging Mkts,Mirae Asset Global Investments,360760000,13.93,0,4,3/11/2010,Growth,Large,USD
MECIX,AMG Managers Cadence Emerging Companies Fund - Class I,Small Growth,AMG Funds,194720000,10.65,0,5,24/6/1993,Growth,Small,USD
MECMX,BlackRock California Municipal Opportunities Fund Investor A Shares,Muni California Intermediate,BlackRock,3010000000,2.28,2.39,5,1/10/2006,Value,Medium,USD
MECVX,MainStay Epoch Capital Growth Fund Investor Class,World Large Stock,MainStay,123160000,13.15,0.37,0,29/6/2016,Growth,Large,USD
MECZX,AMG Managers Cadence Emerging Companies Fund - Class Z,Small Growth,AMG Funds,194720000,10.69,0,5,30/5/2017,Growth,Small,USD
MEDAX,MFS Emerging Markets Debt Fund Class A,Emerging Markets Bond,MFS,5430000000,6.1,4.43,3,16/3/1998,Value,Small,USD
MEDBX,MFS Emerging Markets Debt Fund Class B,Emerging Markets Bond,MFS,5430000000,5.97,3.69,2,30/5/2002,Value,Small,USD
MEDCX,MFS Emerging Markets Debt Fund Class C,Emerging Markets Bond,MFS,5430000000,5.9,3.69,2,30/5/2002,Value,Small,USD
MEDDX,MFS Emerging Markets Debt Fund Class R1,Emerging Markets Bond,MFS,5430000000,5.89,3.69,2,30/11/2008,Value,Small,USD
MEDEX,MFS Emerging Markets Debt Fund Class R2,Emerging Markets Bond,MFS,5430000000,6.09,4.18,3,30/11/2008,Value,Small,USD
MEDFX,MFS Emerging Markets Debt Fund Class R3,Emerging Markets Bond,MFS,5430000000,6.18,4.43,3,30/11/2008,Value,Small,USD
